date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2023-09-16;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3593.17";RUB;"Т-Банк";"0";RUB;"2023-09-16 12:24:03";"2023-09-16 12:24:03";
2023-09-16;"Машина";"Татнефть";"Бензин 40 литров #машина";"Т-Банк";"4132.52";RUB;"Т-Банк";"0";RUB;"2023-09-16 09:09:39";"2023-09-16 09:09:39";
2023-09-15;"Транспорт";"Яндекс Такси";"Такси с работы";"Т-Банк";"430.4";RUB;"Т-Банк";"0";RUB;"2023-09-15 22:31:53";"2023-09-15 22:31:53";
2023-09-15;"";"";"Снятие наличных в банкомате";"Т-Банк";"10355.5";RUB;"Наличные ₽";"10355.5";RUB;"2023-09-15 20:14:58";"2023-09-15 20:14:58";
2023-09-15;"Еда вне дома";"Перчини";"Перчини на обед";"Т-Банк";"4717.57";RUB;"Т-Банк";"0";RUB;"2023-09-15 18:40:10";"2023-09-15 18:40:10";
2023-09-15;"Еда дома";"ВкусВилл";"ВкусВилл, фрукты и хлеб";"Сбер";"4424.17";RUB;"Сбер";"0";RUB;"2023-09-15 16:33:24";"2023-09-15 16:33:24";
2023-09-15;"Еда дома";"Лента";"Закупка на неделю";"Т-Банк";"6282.34";RUB;"Т-Банк";"0";RUB;"2023-09-15 15:07:21";"2023-09-15 15:07:21";
2023-09-15;"Развлечения";"Парк Горького";"Семейные выходные в Парк Горького";"Т-Банк";"5593.77";RUB;"Т-Банк";"0";RUB;"2023-09-15 13:56:01";"2023-09-15 13:56:01";
2023-09-15;"Интернет-покупки / Подписки";"Spotify";"Spotify Premium";"Т-Банк";"217.87";RUB;"Т-Банк";"0";RUB;"2023-09-15 07:56:21";"2023-09-15 07:56:21";
2023-09-14;"Ремонт";"Электрик Андрей";"Электрик Андрей — плитка и затирка #ремонт";"Т-Банк";"65098.01";RUB;"Т-Банк";"0";RUB;"2023-09-14 21:15:54";"2023-09-14 21:15:54";
2023-09-14;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2994.31";RUB;"Т-Банк";"0";RUB;"2023-09-14 18:53:35";"2023-09-14 18:53:35";
2023-09-14;"Транспорт";"Яндекс Такси";"Такси до клиента #работа";"Т-Банк";"750.73";RUB;"Т-Банк";"0";RUB;"2023-09-14 18:20:18";"2023-09-14 18:20:18";
2023-09-14;"Квартира";"МГТС";"Домашний интернет 500 Мбит/с";"Т-Банк";"838.41";RUB;"Т-Банк";"0";RUB;"2023-09-14 11:58:55";"2023-09-14 11:58:55";
2023-09-14;"Еда дома";"Лента";"Лента, забежали по дороге домой";"Сбер";"5032.42";RUB;"Сбер";"0";RUB;"2023-09-14 11:07:41";"2023-09-14 11:07:41";
2023-09-13;"Еда вне дома";"Delivery Club";"Завтрак в Delivery Club";"Т-Банк";"1889.74";RUB;"Т-Банк";"0";RUB;"2023-09-13 21:05:42";"2023-09-13 21:05:42";
2023-09-13;"Машина";"Платная парковка";"Парковка в центре #машина";"Т-Банк";"145.6";RUB;"Т-Банк";"0";RUB;"2023-09-13 18:24:34";"2023-09-13 18:24:34";
2023-09-13;"Животные / Кот";"Petshop.ru";"Корм для кота #Барсик";"Т-Банк";"2106.92";RUB;"Т-Банк";"0";RUB;"2023-09-13 15:10:03";"2023-09-13 15:10:03";
2023-09-13;"Транспорт";"Метро Москвы";"Поездка на метро";"Сбер";"103.17";RUB;"Сбер";"0";RUB;"2023-09-13 14:56:43";"2023-09-13 14:56:43";
2023-09-13;"Еда дома";"Ашан";"Ашан, забежали по дороге домой";"Т-Банк";"2067.73";RUB;"Т-Банк";"0";RUB;"2023-09-13 08:27:43";"2023-09-13 08:27:43";
2023-09-12;"Машина";"Shell";"Заправка #машина";"Т-Банк";"3945.52";RUB;"Т-Банк";"0";RUB;"2023-09-12 21:44:51";"2023-09-12 21:44:51";
2023-09-12;"Еда вне дома";"Яндекс Еда";"Яндекс Еда с коллегами #работа";"Т-Банк";"3244.68";RUB;"Т-Банк";"0";RUB;"2023-09-12 20:21:37";"2023-09-12 20:21:37";
2023-09-12;"Еда дома";"Окей";"Продукты в Окей";"Т-Банк";"5594.12";RUB;"Т-Банк";"0";RUB;"2023-09-12 20:18:53";"2023-09-12 20:18:53";
2023-09-12;"Квартира";"ЖКУ-Москва";"Оплата электроэнергии за август";"Т-Банк";"5384.9";RUB;"Т-Банк";"0";RUB;"2023-09-12 18:05:54";"2023-09-12 18:05:54";
2023-09-12;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2994.31";RUB;"Т-Банк";"0";RUB;"2023-09-12 16:29:35";"2023-09-12 16:29:35";
2023-09-12;"Транспорт";"Яндекс Такси";"Такси до клиента #работа";"Т-Банк";"498.45";RUB;"Т-Банк";"0";RUB;"2023-09-12 11:09:47";"2023-09-12 11:09:47";
2023-09-12;"Интернет-покупки / Подписки";"Кинопоиск HD";"Подписка на кино";"Т-Банк";"721.88";RUB;"Т-Банк";"0";RUB;"2023-09-12 09:36:45";"2023-09-12 09:36:45";
2023-09-11;"Еда вне дома";"Перчини";"Перчини на обед";"Т-Банк";"2614.76";RUB;"Т-Банк";"0";RUB;"2023-09-11 21:03:21";"2023-09-11 21:03:21";
2023-09-11;"Транспорт";"Яндекс Такси";"Такси домой после работы";"Т-Банк";"670.71";RUB;"Т-Банк";"0";RUB;"2023-09-11 20:49:37";"2023-09-11 20:49:37";
2023-09-11;"Интернет-покупки / Подписки";"Adobe";"Подписка Adobe Creative Cloud #работа";"Сбер";"1796.59";RUB;"Сбер";"0";RUB;"2023-09-11 14:26:53";"2023-09-11 14:26:53";
2023-09-11;"Еда дома";"ВкусВилл";"ВкусВилл, фрукты и хлеб";"Сбер";"2669.15";RUB;"Сбер";"0";RUB;"2023-09-11 09:28:25";"2023-09-11 09:28:25";
2023-09-10;"Еда дома";"Магнит";"Магнит, фрукты и хлеб";"Сбер";"4900.83";RUB;"Сбер";"0";RUB;"2023-09-10 21:01:30";"2023-09-10 21:01:30";
2023-09-10;"Квартира";"iBank.ZhKU Moscow";"Оплата ЖКУ за август";"Т-Банк";"20504.27";RUB;"Т-Банк";"0";RUB;"2023-09-10 19:47:55";"2023-09-10 19:47:55";
2023-09-10;"Ремонт";"Кухни Мария";"Установка кухонного гарнитура #ремонт";"Т-Банк - Нак.счет";"215590.31";RUB;"Т-Банк - Нак.счет";"0";RUB;"2023-09-10 16:45:09";"2023-09-10 16:45:09";
2023-09-09;"Еда дома";"Глобус";"Магазин Глобус, на ужин";"Сбер";"8338.92";RUB;"Сбер";"0";RUB;"2023-09-09 21:35:10";"2023-09-09 21:35:10";
2023-09-09;"Еда вне дома";"Грузинский погребок";"Грузинский погребок с Катей";"Т-Банк";"7148.68";RUB;"Т-Банк";"0";RUB;"2023-09-09 16:32:50";"2023-09-09 16:32:50";
2023-09-09;"Еда вне дома";"Ginza";"Ginza на обед";"Т-Банк";"6664.04";RUB;"Т-Банк";"0";RUB;"2023-09-09 16:08:43";"2023-09-09 16:08:43";
2023-09-09;"Еда дома";"Окей";"Окей, фрукты и хлеб";"Т-Банк";"3244.56";RUB;"Т-Банк";"0";RUB;"2023-09-09 14:18:41";"2023-09-09 14:18:41";
2023-09-09;"";"";"Пополнение брокерского счёта";"Т-Банк";"32870.64";RUB;"Т-Банк - Брокерский счёт";"32870.64";RUB;"2023-09-09 13:05:17";"2023-09-09 13:05:17";
2023-09-09;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3593.17";RUB;"Т-Банк";"0";RUB;"2023-09-09 10:38:16";"2023-09-09 10:38:16";
2023-09-09;"Товары для дома";"OBI";"OBI — посуда";"Т-Банк";"5221.54";RUB;"Т-Банк";"0";RUB;"2023-09-09 08:49:15";"2023-09-09 08:49:15";
2023-09-08;"Еда дома";"Перекрёсток";"Перекрёсток, забежали по дороге домой";"Т-Банк";"1725.22";RUB;"Т-Банк";"0";RUB;"2023-09-08 18:36:10";"2023-09-08 18:36:10";
2023-09-08;"Транспорт";"Яндекс Такси";"Такси из аэропорта";"Т-Банк";"324.84";RUB;"Т-Банк";"0";RUB;"2023-09-08 13:52:34";"2023-09-08 13:52:34";
2023-09-08;"Еда вне дома";"Bro & N";"Ужин в Bro & N";"Т-Банк";"6407.12";RUB;"Т-Банк";"0";RUB;"2023-09-08 10:38:21";"2023-09-08 10:38:21";
2023-09-08;"Интернет-покупки / Подписки";"iCloud";"iCloud 50 ГБ #apple";"Т-Банк";"129.12";RUB;"Т-Банк";"0";RUB;"2023-09-08 09:11:38";"2023-09-08 09:11:38";
2023-09-08;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"261.93";RUB;"Т-Банк";"0";RUB;"2023-09-08 08:45:44";"2023-09-08 08:45:44";
2023-09-07;"Транспорт";"Метро Москвы";"Поездка на метро";"Сбер";"86.09";RUB;"Сбер";"0";RUB;"2023-09-07 21:56:07";"2023-09-07 21:56:07";
2023-09-07;"Еда дома";"Пятёрочка";"Пятёрочка, забежали по дороге домой";"Сбер";"3124.99";RUB;"Сбер";"0";RUB;"2023-09-07 17:41:55";"2023-09-07 17:41:55";
2023-09-07;"Квартира";"ВТБ Ипотека";"Платёж по ипотеке за сентябрь #ипотека";"Т-Банк";"86236.13";RUB;"Т-Банк";"0";RUB;"2023-09-07 09:52:31";"2023-09-07 09:52:31";
2023-09-07;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"243.33";RUB;"Т-Банк";"0";RUB;"2023-09-07 08:03:05";"2023-09-07 08:03:05";
2023-09-06;"Машина";"Татнефть";"Полный бак #машина";"Т-Банк";"4457.13";RUB;"Т-Банк";"0";RUB;"2023-09-06 19:25:19";"2023-09-06 19:25:19";
2023-09-06;"Еда дома";"Перекрёсток";"Перекрёсток, фрукты и хлеб";"Сбер";"2542.12";RUB;"Сбер";"0";RUB;"2023-09-06 16:32:26";"2023-09-06 16:32:26";
2023-09-06;"Транспорт";"Яндекс Такси";"Такси с работы";"Т-Банк";"1053.35";RUB;"Т-Банк";"0";RUB;"2023-09-06 13:12:29";"2023-09-06 13:12:29";
2023-09-06;"";"";"Перевод на накопительный счёт";"Т-Банк";"53674.82";RUB;"Т-Банк - Нак.счет";"53674.82";RUB;"2023-09-06 12:37:21";"2023-09-06 12:37:21";
2023-09-06;"Развлечения";"Рынок продукты";"Чаевые официанту";"Наличные ₽";"909.42";RUB;"Наличные ₽";"0";RUB;"2023-09-06 12:13:27";"2023-09-06 12:13:27";
2023-09-06;"Еда вне дома";"Cofix";"Кофе с утра #работа";"Т-Банк";"336.13";RUB;"Т-Банк";"0";RUB;"2023-09-06 09:49:41";"2023-09-06 09:49:41";
2023-09-06;"Связь";"Билайн";"Мобильная связь Сони #дочь";"Т-Банк";"419.2";RUB;"Т-Банк";"0";RUB;"2023-09-06 08:53:10";"2023-09-06 08:53:10";
2023-09-05;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2994.31";RUB;"Т-Банк";"0";RUB;"2023-09-05 18:31:56";"2023-09-05 18:31:56";
2023-09-05;"Еда дома";"Окей";"Окей #еда";"Т-Банк";"6148.02";RUB;"Т-Банк";"0";RUB;"2023-09-05 13:16:18";"2023-09-05 13:16:18";
2023-09-05;"Зарплата";"Работа Сергея";"Квартальная премия за Q2";"Т-Банк";"0";RUB;"Т-Банк";"199433.72";RUB;"2023-09-05 12:03:16";"2023-09-05 12:03:16";
2023-09-05;"Зарплата";"Работа Сергея";"Зарплата за август";"Т-Банк";"0";RUB;"Т-Банк";"289164.96";RUB;"2023-09-05 11:12:29";"2023-09-05 11:12:29";
2023-09-05;"Транспорт";"Яндекс Такси";"Такси до офиса";"Т-Банк";"358.98";RUB;"Т-Банк";"0";RUB;"2023-09-05 08:23:16";"2023-09-05 08:23:16";
2023-09-05;"Интернет-покупки / Подписки";"Яндекс Плюс";"Подписка Яндекс Плюс";"Т-Банк";"354.9";RUB;"Т-Банк";"0";RUB;"2023-09-05 07:55:54";"2023-09-05 07:55:54";
2023-09-04;"Товары для дома";"OBI";"OBI — лампочки и батарейки";"Т-Банк";"8043.2";RUB;"Т-Банк";"0";RUB;"2023-09-04 13:47:54";"2023-09-04 13:47:54";
2023-09-04;"Связь";"МТС";"Мобильная связь Кати";"Сбер";"838.41";RUB;"Сбер";"0";RUB;"2023-09-04 10:52:06";"2023-09-04 10:52:06";
2023-09-04;"Еда вне дома";"Bro & N";"Завтрак в Bro & N";"Т-Банк";"6379.36";RUB;"Т-Банк";"0";RUB;"2023-09-04 09:08:53";"2023-09-04 09:08:53";
2023-09-03;"Еда вне дома";"Шоколадница";"Завтрак в Шоколадница";"Т-Банк";"751.63";RUB;"Т-Банк";"0";RUB;"2023-09-03 20:06:34";"2023-09-03 20:06:34";
2023-09-03;"Еда дома";"Глобус";"Магазин Глобус, на ужин";"Т-Банк";"7053.26";RUB;"Т-Банк";"0";RUB;"2023-09-03 18:07:39";"2023-09-03 18:07:39";
2023-09-03;"Машина";"Лукойл";"Бензин ⛽ АИ-95 #машина";"Т-Банк";"3524.5";RUB;"Т-Банк";"0";RUB;"2023-09-03 17:03:14";"2023-09-03 17:03:14";
2023-09-03;"Развлечения";"Кинотеатр Формула Кино";"Посещение Кинотеатр Формула Кино";"Т-Банк";"6188.19";RUB;"Т-Банк";"0";RUB;"2023-09-03 14:08:25";"2023-09-03 14:08:25";
2023-09-03;"Связь";"Tele2";"Мобильная связь Сергея";"Т-Банк";"958.18";RUB;"Т-Банк";"0";RUB;"2023-09-03 10:07:14";"2023-09-03 10:07:14";
2023-09-03;"Еда вне дома";"Cofix";"Cofix семьёй";"Т-Банк";"876.47";RUB;"Т-Банк";"0";RUB;"2023-09-03 08:18:01";"2023-09-03 08:18:01";
2023-09-02;"Одежда";"Massimo Dutti";"Massimo Dutti, осенняя коллекция";"Т-Банк";"17520.17";RUB;"Т-Банк";"0";RUB;"2023-09-02 20:26:55";"2023-09-02 20:26:55";
2023-09-02;"София";"Школа гимнастики Юная";"Абонемент на гимнастику #дочь";"Т-Банк";"5389.76";RUB;"Т-Банк";"0";RUB;"2023-09-02 18:45:36";"2023-09-02 18:45:36";
2023-09-02;"Еда дома";"Самокат";"Самокат #дочь покупала молоко и хлопья";"Т-Банк";"2510.19";RUB;"Т-Банк";"0";RUB;"2023-09-02 10:53:24";"2023-09-02 10:53:24";
2023-09-02;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3593.17";RUB;"Т-Банк";"0";RUB;"2023-09-02 10:52:26";"2023-09-02 10:52:26";
2023-09-02;"Еда вне дома";"Bro & N";"Bro & N семьёй";"Т-Банк";"6396.48";RUB;"Т-Банк";"0";RUB;"2023-09-02 08:49:25";"2023-09-02 08:49:25";
2023-09-01;"";"";"Пополнение вклада ВТБ";"Т-Банк - Нак.счет";"412829.76";RUB;"ВТБ - Вклад";"412829.76";RUB;"2023-09-01 13:26:04";"2023-09-01 13:26:04";
2023-09-01;"Спорт";"World Class";"Абонемент в фитнес-клуб на сентябрь";"Т-Банк";"6587.48";RUB;"Т-Банк";"0";RUB;"2023-09-01 11:55:22";"2023-09-01 11:55:22";
2023-09-01;"Одежда";"Lamoda";"Lamoda для Сергея";"Сбер";"17337.82";RUB;"Сбер";"0";RUB;"2023-09-01 10:39:35";"2023-09-01 10:39:35";
2023-09-01;"Транспорт";"Bilet cherez SBP na tr";"Пополнение карты Тройка #дочь";"Т-Банк";"598.86";RUB;"Т-Банк";"0";RUB;"2023-09-01 09:33:27";"2023-09-01 09:33:27";
2023-08-31;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2977.47";RUB;"Т-Банк";"0";RUB;"2023-08-31 18:21:39";"2023-08-31 18:21:39";
2023-08-31;"Транспорт";"Билет на Тройку";"Поездка на метро";"Сбер";"83.9";RUB;"Сбер";"0";RUB;"2023-08-31 11:55:13";"2023-08-31 11:55:13";
2023-08-31;"Ремонт";"Сантехник Максим";"Сантехник Максим — материалы для ремонта #ремонт";"Т-Банк";"50842.15";RUB;"Т-Банк";"0";RUB;"2023-08-31 11:13:05";"2023-08-31 11:13:05";
2023-08-31;"Еда дома";"Азбука Вкуса";"Закупка на неделю";"Т-Банк";"6257.23";RUB;"Т-Банк";"0";RUB;"2023-08-31 10:53:15";"2023-08-31 10:53:15";
2023-08-30;"Еда дома";"Яндекс Лавка";"Магазин Яндекс Лавка, на ужин";"Т-Банк";"567.64";RUB;"Т-Банк";"0";RUB;"2023-08-30 19:13:58";"2023-08-30 19:13:58";
2023-08-30;"Еда дома";"Яндекс Лавка";"Продукты в Яндекс Лавка";"Т-Банк";"658.78";RUB;"Т-Банк";"0";RUB;"2023-08-30 16:28:03";"2023-08-30 16:28:03";
2023-08-30;"Кешбэк";"Т-Банк";"Кешбэк за август";"Т-Банк";"0";RUB;"Т-Банк";"375.91";RUB;"2023-08-30 13:13:10";"2023-08-30 13:13:10";
2023-08-30;"София";"Детский Мир";"Школьная форма #дочь";"Т-Банк";"6584.27";RUB;"Т-Банк";"0";RUB;"2023-08-30 11:26:32";"2023-08-30 11:26:32";
2023-08-30;"Проценты";"ВТБ";"Проценты по вкладу";"ВТБ - Вклад";"0";RUB;"ВТБ - Вклад";"59741.23";RUB;"2023-08-30 01:38:47";"2023-08-30 01:38:47";
2023-08-29;"Транспорт";"Метро Москвы";"Поездка на метро";"Сбер";"85.13";RUB;"Сбер";"0";RUB;"2023-08-29 10:58:07";"2023-08-29 10:58:07";
2023-08-29;"Животные / Кот";"Четыре Лапы";"Игрушка для кота #Барсик";"Т-Банк";"3600.39";RUB;"Т-Банк";"0";RUB;"2023-08-29 10:22:31";"2023-08-29 10:22:31";
2023-08-28;"Здоровье";"Аптека 36.6";"Лекарства для Сони #дочь";"Т-Банк";"1606.53";RUB;"Т-Банк";"0";RUB;"2023-08-28 21:06:34";"2023-08-28 21:06:34";
2023-08-28;"Еда дома";"Азбука Вкуса";"Азбука Вкуса #еда";"Т-Банк";"4594.95";RUB;"Т-Банк";"0";RUB;"2023-08-28 18:10:50";"2023-08-28 18:10:50";
2023-08-28;"София";"Детский Мир";"Канцтовары на 1 сентября #дочь";"Т-Банк";"8681.25";RUB;"Т-Банк";"0";RUB;"2023-08-28 15:16:37";"2023-08-28 15:16:37";
2023-08-28;"Машина";"Лукойл";"Заправка #машина";"Т-Банк";"4831.08";RUB;"Т-Банк";"0";RUB;"2023-08-28 14:40:27";"2023-08-28 14:40:27";
2023-08-28;"Кешбэк";"Т-Банк";"Кешбэк за август";"Т-Банк";"0";RUB;"Т-Банк";"1898.44";RUB;"2023-08-28 12:39:26";"2023-08-28 12:39:26";
2023-08-28;"Транспорт";"Яндекс Такси";"Такси до клиента #работа";"Т-Банк";"550.94";RUB;"Т-Банк";"0";RUB;"2023-08-28 11:14:54";"2023-08-28 11:14:54";
2023-08-28;"Еда дома";"Самокат";"Самокат #дочь покупала молоко и хлопья";"Т-Банк";"1321.17";RUB;"Т-Банк";"0";RUB;"2023-08-28 09:17:02";"2023-08-28 09:17:02";
2023-08-28;"Проценты";"Сбер";"Начисление процентов на накопит. Сбер";"Сбер - Нак.счет";"0";RUB;"Сбер - Нак.счет";"1621.62";RUB;"2023-08-28 01:54:34";"2023-08-28 01:54:34";
2023-08-28;"Проценты";"Т-Банк";"Начисление процентов на накопит. счёт";"Т-Банк - Нак.счет";"0";RUB;"Т-Банк - Нак.счет";"2561.41";RUB;"2023-08-28 00:50:03";"2023-08-28 00:50:03";
2023-08-27;"";"";"Перевод на накопительный Сбер";"Сбер";"35762.88";RUB;"Сбер - Нак.счет";"35762.88";RUB;"2023-08-27 14:09:07";"2023-08-27 14:09:07";
2023-08-26;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3572.97";RUB;"Т-Банк";"0";RUB;"2023-08-26 12:04:11";"2023-08-26 12:04:11";
2023-08-26;"Еда дома";"Магнит";"Магнит, фрукты и хлеб";"Сбер";"1982.34";RUB;"Сбер";"0";RUB;"2023-08-26 11:58:47";"2023-08-26 11:58:47";
2023-08-26;"София";"H&M Kids";"Подготовка к новому учебному году #дочь";"Т-Банк";"8716.54";RUB;"Т-Банк";"0";RUB;"2023-08-26 10:38:29";"2023-08-26 10:38:29";
2023-08-25;"Зарплата";"Работа Кати";"Зарплата за август (аванс)";"Сбер";"0";RUB;"Сбер";"174357.93";RUB;"2023-08-25 12:34:45";"2023-08-25 12:34:45";
2023-08-25;"Здоровье";"Горздрав";"Лекарства для Сони #дочь";"Т-Банк";"2307.11";RUB;"Т-Банк";"0";RUB;"2023-08-25 09:18:28";"2023-08-25 09:18:28";
2023-08-24;"Транспорт";"Яндекс Такси";"Такси с работы";"Т-Банк";"946.9";RUB;"Т-Банк";"0";RUB;"2023-08-24 18:49:33";"2023-08-24 18:49:33";
2023-08-24;"Уход за собой / Катя";"Золотое Яблоко";"Крем для лица #Катя";"Сбер";"6867.82";RUB;"Сбер";"0";RUB;"2023-08-24 18:20:55";"2023-08-24 18:20:55";
2023-08-24;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2977.47";RUB;"Т-Банк";"0";RUB;"2023-08-24 16:12:18";"2023-08-24 16:12:18";
2023-08-24;"Еда вне дома";"Cofix";"Кофе с утра #работа";"Т-Банк";"213.41";RUB;"Т-Банк";"0";RUB;"2023-08-24 09:47:28";"2023-08-24 09:47:28";
2023-08-23;"Еда дома";"ВкусВилл";"ВкусВилл, фрукты и хлеб";"Т-Банк";"3813.43";RUB;"Т-Банк";"0";RUB;"2023-08-23 17:57:15";"2023-08-23 17:57:15";
2023-08-23;"Транспорт";"Яндекс Такси";"Такси из аэропорта";"Т-Банк";"609.63";RUB;"Т-Банк";"0";RUB;"2023-08-23 15:27:58";"2023-08-23 15:27:58";
2023-08-23;"Ремонт";"IKEA";"IKEA — техника на кухню #ремонт";"Т-Банк";"17178.34";RUB;"Т-Банк";"0";RUB;"2023-08-23 13:05:34";"2023-08-23 13:05:34";
2023-08-23;"Еда дома";"Магнит";"Закупка на неделю";"Т-Банк";"5233.59";RUB;"Т-Банк";"0";RUB;"2023-08-23 13:04:27";"2023-08-23 13:04:27";
2023-08-23;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"353.1";RUB;"Т-Банк";"0";RUB;"2023-08-23 08:22:40";"2023-08-23 08:22:40";
2023-08-22;"Еда дома";"Лента";"Лента, забежали по дороге домой";"Т-Банк";"6428.73";RUB;"Т-Банк";"0";RUB;"2023-08-22 22:40:50";"2023-08-22 22:40:50";
2023-08-22;"Еда вне дома";"KFC";"KFC с Катей";"Т-Банк";"969.56";RUB;"Т-Банк";"0";RUB;"2023-08-22 20:09:43";"2023-08-22 20:09:43";
2023-08-22;"София";"H&M Kids";"H&M Kids, одежда для Сони #дочь";"Сбер";"5123.42";RUB;"Сбер";"0";RUB;"2023-08-22 17:14:13";"2023-08-22 17:14:13";
2023-08-22;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2977.47";RUB;"Т-Банк";"0";RUB;"2023-08-22 17:08:48";"2023-08-22 17:08:48";
2023-08-22;"Еда дома";"Ашан";"Ашан #дочь покупала молоко и хлопья";"Т-Банк";"4205.29";RUB;"Т-Банк";"0";RUB;"2023-08-22 12:41:59";"2023-08-22 12:41:59";
2023-08-22;"Транспорт";"Аэроэкспресс";"Поездка на метро";"Сбер";"78.49";RUB;"Сбер";"0";RUB;"2023-08-22 12:31:08";"2023-08-22 12:31:08";
2023-08-22;"Интернет-покупки / Подписки";"ivi";"Подписка ivi";"Т-Банк";"432.94";RUB;"Т-Банк";"0";RUB;"2023-08-22 08:59:23";"2023-08-22 08:59:23";
2023-08-21;"Еда дома";"ВкусВилл";"ВкусВилл, забежали по дороге домой";"Сбер";"1448.84";RUB;"Сбер";"0";RUB;"2023-08-21 17:52:34";"2023-08-21 17:52:34";
2023-08-21;"Еда дома";"Глобус";"Глобус, фрукты и хлеб";"Сбер";"5596.41";RUB;"Сбер";"0";RUB;"2023-08-21 15:18:57";"2023-08-21 15:18:57";
2023-08-21;"Транспорт";"Яндекс Такси";"Такси домой после работы";"Т-Банк";"416.15";RUB;"Т-Банк";"0";RUB;"2023-08-21 10:47:09";"2023-08-21 10:47:09";
2023-08-20;"Ремонт";"Бригада ремонтников";"Бригада ремонтников — материалы для ремонта #ремонт";"Т-Банк";"19855.07";RUB;"Т-Банк";"0";RUB;"2023-08-20 21:55:18";"2023-08-20 21:55:18";
2023-08-20;"Интернет-покупки / Подписки";"OpenAI";"ChatGPT Plus подписка #работа";"Т-Банк";"29.77";RUB;"Т-Банк";"0";RUB;"2023-08-20 08:51:43";"2023-08-20 08:51:43";
2023-08-19;"Еда вне дома";"Грузинский погребок";"Грузинский погребок с Катей";"Т-Банк";"2129.54";RUB;"Т-Банк";"0";RUB;"2023-08-19 19:11:07";"2023-08-19 19:11:07";
2023-08-19;"Еда вне дома";"Грузинский погребок";"Грузинский погребок семьёй";"Т-Банк";"2052.84";RUB;"Т-Банк";"0";RUB;"2023-08-19 17:40:57";"2023-08-19 17:40:57";
2023-08-19;"Еда дома";"Яндекс Лавка";"Яндекс Лавка, забежали по дороге домой";"Т-Банк";"1591.39";RUB;"Т-Банк";"0";RUB;"2023-08-19 15:37:46";"2023-08-19 15:37:46";
2023-08-19;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3572.97";RUB;"Т-Банк";"0";RUB;"2023-08-19 10:00:59";"2023-08-19 10:00:59";
2023-08-19;"Машина";"Лукойл";"Полный бак #машина";"Т-Банк";"3294.34";RUB;"Т-Банк";"0";RUB;"2023-08-19 09:00:30";"2023-08-19 09:00:30";
2023-08-18;"Животные / Кот";"Petshop.ru";"Игрушка для кота #Барсик";"Т-Банк";"1573.05";RUB;"Т-Банк";"0";RUB;"2023-08-18 14:45:12";"2023-08-18 14:45:12";
2023-08-18;"Транспорт";"Яндекс Такси";"Такси до офиса";"Т-Банк";"560.69";RUB;"Т-Банк";"0";RUB;"2023-08-18 09:48:49";"2023-08-18 09:48:49";
2023-08-18;"Интернет-покупки / Подписки";"YouTube Premium";"YouTube Premium";"Т-Банк";"365.9";RUB;"Т-Банк";"0";RUB;"2023-08-18 09:24:41";"2023-08-18 09:24:41";
2023-08-18;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"247.53";RUB;"Т-Банк";"0";RUB;"2023-08-18 08:02:31";"2023-08-18 08:02:31";
2023-08-17;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"2977.47";RUB;"Т-Банк";"0";RUB;"2023-08-17 17:16:32";"2023-08-17 17:16:32";
2023-08-17;"Еда дома";"Магнит";"Магазин Магнит, на ужин";"Т-Банк";"3785.88";RUB;"Т-Банк";"0";RUB;"2023-08-17 12:47:31";"2023-08-17 12:47:31";
2023-08-17;"Еда вне дома";"Папа Джонс";"Папа Джонс семьёй";"Т-Банк";"6884.65";RUB;"Т-Банк";"0";RUB;"2023-08-17 11:45:29";"2023-08-17 11:45:29";
2023-08-17;"Еда вне дома";"Cofix";"Кофе с утра #работа";"Т-Банк";"333.83";RUB;"Т-Банк";"0";RUB;"2023-08-17 09:43:15";"2023-08-17 09:43:15";
2023-08-16;"Еда дома";"Самокат";"Самокат #дочь покупала молоко и хлопья";"Сбер";"1187.61";RUB;"Сбер";"0";RUB;"2023-08-16 19:17:32";"2023-08-16 19:17:32";
2023-08-16;"Еда вне дома";"KFC";"KFC на обед";"Т-Банк";"1778.09";RUB;"Т-Банк";"0";RUB;"2023-08-16 16:19:51";"2023-08-16 16:19:51";
